,Unnamed: 0,id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,gender_pred,gender,text_pp,sentiment
5594,5594,1658338207526707202,"Tengo el cuerpo como engripado y otra vez ganas de vomitar wtffff hermano, que pasaa a a a aa",2023-05-16T05:06:53+00:00,es,twitter,Tomi,@tomNo mNo mNo mNo matchtchtchtchserrerre,"ES/ES
Creador de contenido audiovisual freelance
Especialista en SEO (YouTube)
Editor en Pandemia Digital y gestión para Ubietoo.
A.C.A.B",2010-10-18T15:34:24+00:00,1045,967,51206,84709,Spain,ES,,Galicia,,"42.75508, -7.86621",1,Woman,"Tengo el cuerpo como engripado y otra vez ganas de vomitar wtffff hermano, que pasaa a a a aa",negative
5595,5595,1658288361981788162,@axell__10 me agarraron unas náuseas depsues de eso,2023-05-16T01:48:49+00:00,es,twitter,𓆩 𓆪,@LuciNo mNo mNo mNo matchtchtchtchnnumbersstNo mNo mNo mNo matchtchtchtchnizznumbers,💚🖤,2022-09-29T02:47:09+00:00,146,190,2716,2810,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",2,Man,me agarraron unas náuseas depsues de eso,negative
5596,5596,1658284997835464704,"Que lindo culo estoy sacando , ni parece que los días de piernas siempre termino con náuseas 🤣",2023-05-16T01:35:27+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchbril,@No mNo mNo mNo matchtchtchtchbrilk__,,2022-09-18T04:13:47+00:00,68,103,4659,9240,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,"Que lindo culo estoy sacando , ni parece que los días de piernas siempre termino con náuseas  EMOJI ",negative
5597,5597,1658276194976931841,Ando todo con vomitos después de no de cuántos años sin vomitar,2023-05-16T01:00:28+00:00,es,twitter,numbersnumbersnumbers,@dimelofrNo mNo mNo mNo matchtchtchtchnn,voy liviano con la consciencia espesa,2023-04-18T03:49:34+00:00,14,91,271,199,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Ando todo con vomitos después de no de cuántos años sin vomitar,negative
5598,5598,1658273610023174144,"@JoseAboZumaran @ONVentura ¿Acaso nunca escuchaste de un turista con diarrea?  Cada organismo se va a adaptando a su entorno, y uno diferente afecta su salud",2023-05-16T00:50:12+00:00,es,twitter,JonNo mNo mNo mNo mNo matchtchtchtchtchthNo mNo mNo mNo mNo matchtchtchtchtchn Nuñez 🇺🇦 🇪🇺,@JonNo mNo mNo mNo matchtchtchtchthNo mNo mNo mNo matchtchtchtchn_Nuniez,"Nací en Montevideo, Uruguay; a fin de año fue. Aun no sabemos la fecha de vencimiento.",2010-02-18T23:43:32+00:00,231,988,18799,21960,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"¿Acaso nunca escuchaste de un turista con diarrea?  Cada organismo se va a adaptando a su entorno, y uno diferente afecta su salud",neutral
5599,5599,1658267988926124032,@aguanuncanunca Leí 5 comentarios y me dieron náuseas,2023-05-16T00:27:52+00:00,es,twitter,LNo mNo mNo mNo mNo matchtchtchtchtch RusNo mNo mNo mNo mNo matchtchtchtchtch,@rusNo mNo mNo mNo matchtchtchtch_sov,,2010-04-23T00:27:56+00:00,5760,846,95791,209346,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Leí NUM comentarios y me dieron náuseas,negative
5600,5600,1658265781195374595,Que ganas de vomitar lpm,2023-05-16T00:19:05+00:00,es,twitter,YuliNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch 💛🖤,@izziyuliNo mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtch,Leonina♌ seguí brillando siempre 😇❣️ PEÑAROL 💛🖤 ig:izziyuliana,2016-03-03T03:38:23+00:00,1397,903,46913,26085,Uruguay,UY,San Bautista,Canelones,,"-34.43333, -55.98333",2,Man,Que ganas de vomitar lpm,negative
5601,5601,1658261246968250368,"Vomité.
Vomitada N°5 en mi vida https://t.co/TjGin5BOLw",2023-05-16T00:01:04+00:00,es,twitter,Tomi,@tomNo mNo mNo mNo matchtchtchtchserrerre,"ES/ES
Creador de contenido audiovisual freelance
Especialista en SEO (YouTube)
Editor en Pandemia Digital y gestión para Ubietoo.
A.C.A.B",2010-10-18T15:34:24+00:00,1045,967,51206,84709,Spain,ES,,Galicia,,"42.75508, -7.86621",1,Woman,Vomité. Vomitada N°NUM en mi vida URL,negative
5602,5602,1666413843814273024,"tengo sueño,frio y ganas d vomitar pero estamos bien eh",2023-06-07T11:56:35+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchgustinNo mNo mNo mNo mNo matchtchtchtchtch🧚🏻,@No mNo mNo mNo matchtchtchtchguusknumbers,estoy de mal humor,2020-03-17T01:39:49+00:00,159,138,13375,38704,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,"tengo sueño,frio y ganas d vomitar pero estamos bien eh",negative
5603,5603,1666317768990359553,"Nunca me había arrancado una uña pegada, me quedé sin media uña natural y me salio sangre a lo loco.  Encima me dieron náuseas y me marie, cagona donde?",2023-06-07T05:34:49+00:00,es,twitter,Anto ArNo mNo mNo mNo mNo matchtchtchtchtchujo,@AntoArNo mNo mNo mNo matchtchtchtchujonumbers,"Amante de la danza💗
22 años
Amor por los animales  🐶🐱
Futura docente🔬📚🌸🐾",2017-07-30T11:30:38+00:00,377,232,4859,5599,Uruguay,UY,,Durazno,,"-33.08333, -56.08333",1,Woman,"Nunca me había arrancado una uña pegada, me quedé sin media uña natural y me salio sangre a lo loco.  Encima me dieron náuseas y me marie, cagona donde?",negative
5604,5604,1666303229716758530,"suerte que voy de mañana, llego a ver a la milkydolly en la puerta del liceo y vomito",2023-06-07T04:37:03+00:00,es,twitter,L U A N A,@PorleyLuNo mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtch,"subo tweets de cornuda, sepan disculpar",2017-01-24T16:41:43+00:00,55,51,1220,5270,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"suerte que voy de mañana, llego a ver a la milkydolly en la puerta del liceo y vomito",neutral
5605,5605,1666300679084802051,vomite del asco que me dio escuchar como se expresaba de mi,2023-06-07T04:26:54+00:00,es,twitter,vic,@vicNo mNo mNo mNo matchtchtchtchsercen,🦋🪬 paz mental,2019-05-26T18:53:12+00:00,307,215,5904,14412,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",2,Man,vomite del asco que me dio escuchar como se expresaba de mi,negative
5606,5606,1666291687818141696,@ferchu1001 @johanca_1968 Diarrea y de las infecciosas!!!! Que cabecitas peligrosas,2023-06-07T03:51:11+00:00,es,twitter,AdriNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch,@AdriNo mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtchnumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,"❤️💙🤍 ""Somos lo que hacemos y sobre todo somos lo que hacemos para cambiar lo que somos"" E. Galeano",2019-10-23T03:40:51+00:00,1170,1952,6690,10573,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Diarrea y de las infecciosas! Que cabecitas peligrosas,negative
5607,5607,1666287664134250496,todas las comidas me dan ganas de vomitar,2023-06-07T03:35:11+00:00,es,twitter,Evee🧸,@Eveee_e,Peñarol Peñarol 💛🖤 ig:eve_1406_,2022-10-17T14:13:27+00:00,181,107,1050,1962,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,todas las comidas me dan ganas de vomitar,negative
5608,5608,1666286216956747778,hoy tomé tanta agua hasta el punto de vomitar,2023-06-07T03:29:26+00:00,es,twitter,S’🕷️,@sNo mNo mNo mNo matchtchtchtchndrNo mNo mNo mNo matchtchtchtchmustdie_,🦇🥀🕸️⚰️,2016-10-19T03:18:27+00:00,73,97,995,6896,,,,,,,1,Woman,hoy tomé tanta agua hasta el punto de vomitar,negative
5609,5609,1666285677934264320,@JuanchiHounie Casi vomito no llegue al minuto de video perdón,2023-06-07T03:27:18+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchrcelo 🐍,@ironjoenumbers,"Me gusta el intercambio de opiniones con respeto, liberalista conservador, de Peñarol, amante de los animales (querés debatir? aguantate no te bloqueo)",2012-10-19T12:27:34+00:00,323,417,7694,19613,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Casi vomito no llegue al minuto de video perdón,negative
5610,5610,1666279957994123265,grito sango vomito me desmayo me arranco los pelos,2023-06-07T03:04:34+00:00,es,twitter,pri,@numbersnumbersnumbersprisx,voy parada arriba del pure,2022-06-01T19:12:43+00:00,30,49,1769,2447,Uruguay,UY,,,,"-33.0, -56.0",2,Man,grito sango vomito me desmayo me arranco los pelos,negative
5611,5611,1666268884976955394,"m duele la panza, quiero vomitar😓",2023-06-07T02:20:34+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchgus💘,@_No mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchguuss__,she/her   ig:_aaguuss__,2017-07-31T03:46:07+00:00,99,85,4685,22230,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,"m duele la panza, quiero vomitar EMOJI ",negative
5612,5612,1666267537590321153,@ladrondestino01 Diarrea,2023-06-07T02:15:13+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchrtNo mNo mNo mNo mNo matchtchtchtchtch No mNo mNo mNo mNo matchtchtchtchtchliciNo mNo mNo mNo mNo matchtchtchtchtch No mNo mNo mNo mNo matchtchtchtchtchguilerNo mNo mNo mNo mNo matchtchtchtchtch 🎶🌼👒👠 FORMO PARTE DEL numbersnumbers%,@MNo mNo mNo mNo matchtchtchtchrtNo mNo mNo mNo matchtchtchtchAguiler,"Productora. Actriz  loca.  Buena Gente.  Ex Sanjo 🌱💋👜👒🎭
Del Rojo!!
Anti CFK 
#NoALaReformaJudicial
 WU-WEI Y CHOPIN.
Puta Ama👠
🇺🇦 .#NoALaGuerra 
⭐️⭐️⭐️",2012-11-15T16:50:19+00:00,3718,5010,163903,130109,Uruguay,UY,,Salto,,"-31.41667, -57.0",1,Woman,Diarrea,negative
5613,5613,1666265883252072453,@valeee_pereira q ganas de unos mates (tengo diarrea),2023-06-07T02:08:38+00:00,es,twitter,briNo mNo mNo mNo mNo matchtchtchtchtchnnNo mNo mNo mNo mNo matchtchtchtchtch,@briNo mNo mNo mNo matchtchtchtchnnNo mNo mNo mNo matchtchtchtchpebete,puto,2020-11-01T13:06:46+00:00,285,219,20512,69266,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,q ganas de unos mates (tengo diarrea),negative
5614,5614,1666260596252082178,@dwight_tripa Los de pibe sentado con la camiseta de arg,2023-06-07T01:47:38+00:00,es,twitter,Soldix,@LNo mNo mNo mNo matchtchtchtchsoldNo mNo mNo mNo matchtchtchtchnetNo mNo mNo mNo matchtchtchtch,PRIMER DEFENSOR DEL MATADOR DE SUNCHALES. Fui más veces viral en mi ciudad que vos.,2020-06-04T03:20:22+00:00,966,962,7675,10216,Uruguay,UY,Carmelo,Colonia,,"-33.98917, -58.28556",1,Woman,Los de pibe sentado con la camiseta de arg,neutral
5615,5615,1666254596233129985,"vomité por tercera vez en el día, no puefo cn ll mal q m sienfo",2023-06-07T01:23:47+00:00,es,twitter,e l i ☆,@knumberstty_elii,(🫂) somos hobi y yo escuchando Taylor Swift                                                                                          ✩°｡ ⋆⸜ 🎧✮,2022-04-02T03:07:01+00:00,32,107,879,8218,,,,,,,2,Man,"vomité por tercera vez en el día, no puefo cn ll mal q m sienfo",negative
5616,5616,1666243755622506496,@computaso_ Por favor que ganas de vomitar me dan arcadas,2023-06-07T00:40:43+00:00,es,twitter,HijNo mNo mNo mNo mNo matchtchtchtchtch del Fletero,@hijNo mNo mNo mNo matchtchtchtchdelF,"Mi papá es fletero de verdad pero no estoy segura de que la canción sea para mi. Linda infinita soy, pero en Madrid nunca estuve.",2014-02-14T23:38:47+00:00,7553,1418,105289,114767,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Por favor que ganas de vomitar me dan arcadas,negative
5617,5617,1666236926851006464,dios tengo nauseas,2023-06-07T00:13:35+00:00,es,twitter,sofi🔪,@___sofi_numbersnumbers,⭐⭐⭐,2018-12-03T21:04:30+00:00,202,185,23230,39634,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95",2,Man,dios tengo nauseas,negative
5618,5618,1666227086401388544,@ultrafreezer2 Iba a entrar a responderle pero me di cuenta de que ni mandando un vomito iba a servir🤮,2023-06-06T23:34:29+00:00,es,twitter,DNo mNo mNo mNo mNo matchtchtchtchtchiNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch RosNo mNo mNo mNo mNo matchtchtchtchtch,@drosNo mNo mNo mNo matchtchtchtchnumbersnumbersnumbersnumbers,"Estudiante de Bibliotecología. Me falta poco para recibirme 📚
Defensora del acceso a la información y la educación.
❤🧡💛💚💙💜🇺🇾",2019-12-12T17:05:47+00:00,659,1199,6859,129970,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,Iba a entrar a responderle pero me di cuenta de que ni mandando un vomito iba a servir EMOJI ,negative
5619,5619,1666224463040372737,"a ningún lado. que horror, vomito https://t.co/HH7yexUJLC",2023-06-06T23:24:03+00:00,es,twitter,bri berNo mNo mNo mNo mNo matchtchtchtchtchrdi 🐺 🌙,@briberNo mNo mNo mNo matchtchtchtchrdii,Vivimos en un arcoíris de caos. ig brisaberardi 🐺💙,2020-04-26T18:42:04+00:00,256,336,3108,6037,Uruguay,UY,Carmelo,Colonia,,"-33.98917, -58.28556",1,Woman,"a ningún lado. que horror, vomito URL",negative
5620,5620,1666218579019137024,"@GiovannyEnciso El Fiscal de la Corte penal internacional tiene al partido político Centro Democratico y su sequito en cuidados intensivos.
Mancuso dijo la verdad.
Encontraron las Fosas comunes.
Intoxicación por consumo de Valeriana en el Uribismo.
Están con diarrea. https://t.co/Cdrb5fYXa1",2023-06-06T23:00:40+00:00,es,twitter,RNo mNo mNo mNo mNo matchtchtchtchtchsputín,@RNo mNo mNo mNo matchtchtchtchsputin_numbersnumbersnumbersnumbers,"Si no sanas donde te hirieron, terminarás sangrado,al lado de gente que no te hizo nada.
Hay gente que estorba en este mundo, ni Dios ni el Diablo los quieren.",2022-03-05T09:23:35+00:00,2295,2785,48807,52092,Uruguay,UY,Atlántida,Canelones,,"-34.7719, -55.7584",1,Woman,El Fiscal de la Corte penal internacional tiene al partido político Centro Democratico y su sequito en cuidados intensivos. Mancuso dijo la verdad. Encontraron las Fosas comunes. Intoxicación por consumo de Valeriana en el Uribismo. Están con diarrea. URL,negative
5621,5621,1666212680133144581,hasta ganas de vomitar me dieron🤮🤮🤮,2023-06-06T22:37:14+00:00,es,twitter,ℕᴬᴬᴿᴬ🐍,@icNo mNo mNo mNo matchtchtchtchrdo_n,Siempre NACIONAL 🇳🇱// Insta: icardo_n,2014-05-05T02:36:39+00:00,445,271,18611,41135,Uruguay,UY,Piriápolis,Maldonado,,"-34.86819, -55.27436",1,Woman,hasta ganas de vomitar me dieron EMOJI ,negative
5622,5622,1666202024726126616,@OficialCAP @Sudamericana Me vomito,2023-06-06T21:54:53+00:00,es,twitter,VNo mNo mNo mNo mNo matchtchtchtchtchlentinNo mNo mNo mNo mNo matchtchtchtchtch dNo mNo mNo mNo mNo matchtchtchtchtch SilveirNo mNo mNo mNo mNo matchtchtchtchtch,@SoyVNo mNo mNo mNo matchtchtchtchlentinNo mNo mNo mNo matchtchtchtchnumbersnumbersnumbers,"#LadyGaga 🌈❤️ #Peñarol 
De Boca Jrs y Laureles FC 🐸 
Amor eterno a Kim Taeyeon
Esperando a Wonho
🇺🇾🇰🇷",2020-12-21T17:30:02+00:00,144,189,8274,21059,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Me vomito,negative
5623,5623,1666201779455811584,Vomite 50mil veces en el día,2023-06-06T21:53:55+00:00,es,twitter,Fdex 🔰,@fedx___,♊️,2015-04-23T12:27:56+00:00,295,366,35112,43524,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,Vomite 50mil veces en el día,negative
5624,5624,1666198614954106887,"@cabezamartini No puedo creer que justifiquen todo focas albinas, porque alguien este pasando mal no tiene porqué comer ese vómito envasado. Comida digna merecemos todos,  además hay que ver quién está en el negociado y cuánto cobra por cada bolsa de vómito",2023-06-06T21:41:20+00:00,es,twitter,Lourdes 🐾🐾,@lounumberslunumbers,,2018-04-18T18:33:51+00:00,1304,1392,16883,90334,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"No puedo creer que justifiquen todo focas albinas, porque alguien este pasando mal no tiene porqué comer ese vómito envasado. Comida digna merecemos todos,  además hay que ver quién está en el negociado y cuánto cobra por cada bolsa de vómito",negative
5625,5625,1666187602741846030,Deseando dejar de vomitar para ir a comer uno https://t.co/Xup6RsuKZo,2023-06-06T20:57:35+00:00,es,twitter,Bruno 🇮🇹,@poundbruno_numbersnumbers,"-No se muere quien se va, solo se muere el que se olvida-",2014-04-14T22:46:19+00:00,842,600,29666,92160,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Deseando dejar de vomitar para ir a comer uno URL,negative
5626,5626,1666183921460019201,"@dwight_tripa @FabrizioRomano a mi me da un miedo que lo haya dicho Gerard Romero, porque dentro del entorno del barca es de los más confiables",2023-06-06T20:42:57+00:00,es,twitter,chino,@chinomontemurr,fundamentalista de nachito miramon,2019-11-22T13:14:56+00:00,313,284,2319,34685,Uruguay,UY,Treinta y Tres,Treinta y Tres,,"-33.23333, -54.38333",1,Woman,"a mi me da un miedo que lo haya dicho Gerard Romero, porque dentro del entorno del barca es de los más confiables",negative
5627,5627,1666183144465104898,"@dwight_tripa el problema es que aunque el barca haga la oferta no hay seguridad de que lo puedan inscribir hasta que no cumplan con el plan de viabilidad, y ahí ya entran el rompebolas de Tebas y los de la liga",2023-06-06T20:39:52+00:00,es,twitter,chino,@chinomontemurr,fundamentalista de nachito miramon,2019-11-22T13:14:56+00:00,313,284,2319,34685,Uruguay,UY,Treinta y Tres,Treinta y Tres,,"-33.23333, -54.38333",1,Woman,"el problema es que aunque el barca haga la oferta no hay seguridad de que lo puedan inscribir hasta que no cumplan con el plan de viabilidad, y ahí ya entran el rompebolas de Tebas y los de la liga",negative
5628,5628,1666181479066480640,dios voy a vomitar,2023-06-06T20:33:15+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchbi ⁷,@_GonzNo mNo mNo mNo matchtchtchtchlez_numbersnumbers,21.,2014-09-06T14:55:46+00:00,478,570,22707,23855,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,dios voy a vomitar,negative
5629,5629,1666176986060935168,No puedo ni tomar agua de las ganas de vomitar que me da todooo,2023-06-06T20:15:24+00:00,es,twitter,Bri🩷,@BriGNo mNo mNo mNo matchtchtchtchllNo mNo mNo mNo matchtchtchtchrdonumbersnumbers,23 | Tauro | 🖤💛,2016-09-09T03:20:20+00:00,849,908,12524,33157,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",2,Man,No puedo ni tomar agua de las ganas de vomitar que me da todooo,negative
5630,5630,1666162648671461376,"Ayer me pelearon en el trabajo y di batalla, luego llegué a  casa vomite de los nervios y mamá me regalo un chocolate 💕💕 háblame de amor a mi",2023-06-06T19:18:25+00:00,es,twitter,ki,@CNo mNo mNo mNo matchtchtchtchmi_bermudeznumbersnumbers,Quiero estar en donde nadie me molesta,2018-07-24T18:03:14+00:00,83,443,4258,8880,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"Ayer me pelearon en el trabajo y di batalla, luego llegué a  casa vomite de los nervios y mamá me regalo un chocolate  EMOJI  háblame de amor a mi",negative
5631,5631,1666137607963549696,Yo estoy con náuseas 🤢 después de esto voy a dormir 40 horas https://t.co/vv9DNkiaje,2023-06-06T17:38:55+00:00,es,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchuliii 🎭,@PNo mNo mNo mNo matchtchtchtchuliiiTCA,La revolución será feminista o no será Avril 👱‍♀️ Coldplay 🍓 Lali 🌹 TL ❤,2013-01-15T06:46:44+00:00,1074,1434,77441,58445,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Yo estoy con náuseas  EMOJI  después de esto voy a dormir NUM horas URL,negative
5632,5632,1666133667855446019,9 veces van que vomito desde que me desperté uds bien?,2023-06-06T17:23:16+00:00,es,twitter,juNo mNo mNo mNo mNo matchtchtchtchtchncito,@KNo mNo mNo mNo matchtchtchtchskitoGNo mNo mNo mNo matchtchtchtchrciNo mNo mNo mNo matchtchtchtch,"de mecha cortísima 

http://instagram.com/kaskitogarcia",2010-07-13T22:49:06+00:00,330,728,17238,25777,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,NUM veces van que vomito desde que me desperté uds bien?,negative
5633,5633,1666126462997372928,como algo y vomito same,2023-06-06T16:54:38+00:00,es,twitter,𝓐𝔂𝓵𝓾,@AyluBNo mNo mNo mNo matchtchtchtchezOk,de mal humor 24/7,2014-06-11T23:24:50+00:00,10322,7770,55085,108932,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",2,Man,como algo y vomito same,negative
5634,5634,1666120399229267975,Vomito de bilis !!! https://t.co/7vrdP6BetO,2023-06-06T16:30:32+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchríNo mNo mNo mNo mNo matchtchtchtchtch GNo mNo mNo mNo mNo matchtchtchtchtchgliNo mNo mNo mNo mNo matchtchtchtchtchrdi,@MNo mNo mNo mNo matchtchtchtchriNo mNo mNo mNo matchtchtchtchGNo mNo mNo mNo matchtchtchtchgDNo mNo mNo mNo matchtchtchtch,"Añosa con experiencias!! ANTICOMUNISTA Y FEMINISMO!! BLANCA HASTA EL PELO!! HINCHA DE LUIS  LACALLE POÚ,  A MUERTE!!
 ALGO MAS ?? SI ME AGREDEN BLOQUEO !!",2023-04-11T21:33:59+00:00,1264,766,4842,5349,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Vomito de bilis ! URL,negative
5635,5635,1666113908069810177,llamé a mi mejor amiga primero para avisarle que pude porque me re ayudó y me vOMITE ARRIBA,2023-06-06T16:04:45+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchngie🌙|VOY A VER A TAYLOR,@sympNo mNo mNo mNo matchtchtchtchthyxdevil,22. gaslight gatekeep girlboss,2013-03-15T21:58:28+00:00,5563,1969,18590,25776,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,llamé a mi mejor amiga primero para avisarle que pude porque me re ayudó y me vOMITE arriba,positive
5636,5636,1666089544469581825,el macaquito está así y yo estoy por fenecer en vomito https://t.co/JSpGdIsDRm,2023-06-06T14:27:56+00:00,es,twitter,fuck undo (tNo mNo mNo mNo mNo matchtchtchtchtchylor’s version),@fuuckundo,"i’m the problem, it’s me",2018-07-03T15:12:47+00:00,578,458,1916,3424,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,el macaquito está así y yo estoy por fenecer en vomito URL,negative
5637,5637,1666079433726509056,Despues de casi vomitar de la ansiedad yo creo que merezco ir al parcial sin estudiar y que dios me acompaña. Un hombre sin fe es un hombre muerto,2023-06-06T13:47:45+00:00,es,twitter,𝙀𝙯𝙚𝙦𝙪𝙞𝙚𝙡 💗,@ezequielnumbersnumbers_numbersnumbers,,2015-08-03T02:06:28+00:00,267,206,5919,43776,,,,,,,2,Man,Despues de casi vomitar de la ansiedad yo creo que merezco ir al parcial sin estudiar y que dios me acompaña. Un hombre sin fe es un hombre muerto,negative
5638,5638,1666073417651462150,Que día de mierda voy a vomitar quien me soluciona los problemas gastrointestinales que me está generando esto,2023-06-06T13:23:51+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchnde,@cNo mNo mNo mNo matchtchtchtchndelNo mNo mNo mNo matchtchtchtchryyyy,Uruguay noma,2019-01-15T15:58:17+00:00,107,306,9579,69224,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Que día de mierda voy a vomitar quien me soluciona los problemas gastrointestinales que me está generando esto,negative
5639,5639,1666067290801029121,VOY A VOMITAR,2023-06-06T12:59:30+00:00,es,twitter,LuciNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch ✨,@lulytNo mNo mNo mNo matchtchtchtchJB,"Where would we be, if we couldn't dream? • Reader • Gymnastics and Figure Skating enthusiast • Taylor Swift, Jonas Brothers & Ed Sheeran. Honorary Canadian 🇨🇦",2009-05-24T22:38:42+00:00,496,626,33426,5986,Uruguay,UY,,,,"-33.0, -56.0",2,Man,voy A vomitar,negative
5640,5640,1666066485691797506,Voy a vomitar voy a vomitar,2023-06-06T12:56:18+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchnde,@cNo mNo mNo mNo matchtchtchtchndelNo mNo mNo mNo matchtchtchtchryyyy,Uruguay noma,2019-01-15T15:58:17+00:00,107,306,9579,69224,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Voy a vomitar voy a vomitar,negative
5641,5641,1666066461008306177,5 minuto toy que me vomito encima,2023-06-06T12:56:12+00:00,es,twitter,JulietNo mNo mNo mNo mNo matchtchtchtchtch,@julietNo mNo mNo mNo matchtchtchtchcoriNo mNo mNo mNo matchtchtchtchnumbersnumbers,,2011-05-09T00:10:10+00:00,816,722,39476,6849,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,NUM minuto toy que me vomito encima,negative
5642,5642,1666057586091630592,"@C_Mendez Y me molesta bastante el acoso y la persecución que tienen contra el exfutbolista, porque hay gente que diariamente se levanta a tirarle hate y vomitar su odio sin sentido, asumiendo la vida de esa expareja como propia, como si fuesen amigos de la cantante y no entiendo en serio.",2023-06-06T12:20:57+00:00,es,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchblo🦁,@PDorNo mNo mNo mNo matchtchtchtchnte,"Engineer⚡, UCVista-UdelaR👨🏻‍🎓, Montevideo🇺🇾, Gamer🎮, Music🎵...",2009-06-08T01:09:30+00:00,1638,3221,96836,59344,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Y me molesta bastante el acoso y la persecución que tienen contra el exfutbolista, porque hay gente que diariamente se levanta a tirarle hate y vomitar su odio sin sentido, asumiendo la vida de esa expareja como propia, como si fuesen amigos de la cantante y no entiendo en serio.",negative
5643,5643,1666054635029774338,Voy a vomitar de los nervios,2023-06-06T12:09:13+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchnde,@cNo mNo mNo mNo matchtchtchtchndelNo mNo mNo mNo matchtchtchtchryyyy,Uruguay noma,2019-01-15T15:58:17+00:00,107,306,9579,69224,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Voy a vomitar de los nervios,negative
